title,artist,tag,lyrics,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
Go Crazy,Jeezy,rap,"Guess who's bizzack?
Still smell the blow in my clothes
Like Krispy Kreme, I was cooking them O's
Like horseshoes, I was tossing them O's
Time to re-up gotta recycle the flow
I'm emotional, I hug the block
I'm so emotional, I love my Glock
Cash rules everything around me, so what's realer?
About the scrilla, call me a Ghostface Killa
It's kinda hard to be drug-free
When Georgia Power won't give a nigga lights free
Switched hustles, been killin' em ever since
It pays to tell the truth, dog, it only makes sense

When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
I pop my collar then I swing my chain
You can catch me in the club, pimping, doing my thang
When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
Pop your collar then you swing your chain
All the gangstas in the street, they be doing they thang

Buy 18 the hard way
Have a humble nigga thinking about gun play
Now who the fuck wanna play with guns?
A lot of holes, a lot of blood, dog...the shit ain't fun
So I suggest you don't play with my chains
I'll send these hollows atchya, let em play with ya brain
The streets is watching, the name is warm
The product's white, a star is born
And I'm so fly, if I take this parachute off, I might fall and die
Wrap the work like spandex with the latex
Then we ship it out of town, call it safe sex

When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
I pop my collar then I swing my chain
You can catch me in the club, pimping, doing my thang
When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
Pop your collar then you swing your chain
All the gangstas in the street, they be doing they thang

More than a hustler, I'm the definition of it
Master chef, Lord of the kitchen cupboard
More than a street legend, homie, it's Hova
More than a relief pitcher, I'm the closer
The Mariano of the Mariott
If money talks, the whole world's 'bout to hear me out
See, I'm a hustler's hope, I'm not his pipe dreams
So when they speak of success, I'm what they might mean
Attract money, my worst color is light green
My favorite hue is Jay-Z Blue
Don't follow me, young'un, follow my moves, I'm not a role model
My bad influence got the world drinking gold bottles
When Puff was in that tub spilling Mo'
I was at my video, Cris' on the speedboat
In My Lifetime, nigga, go through your research
St. Thomas, my nigga, that was me first
Chrome-shoe'd the GS, I came feet-first
In the game like a baby born to breech birth
I got the keys if you need work
I can kingpin you a line, a dime at a time
My niggas love it when I talk like this
My corporate people start bugging 'cause I talk like this
The corporate thugs is like ""Nah Hov', talk that shit
The dope boys go crazy when they hear that boy Jay-Z!""
See I'ma '80s baby, master of Reaganomics
School of Hard Knocks, every day is college
You ain't did nothing I ain’t did, nigga pay homage
Or pay the doctor, I spray Llamas still
The time'll reveal, you know I'm being honest
Ya ain’t pull my coat yet and I keep my shit in coat check
They say the truth shall come to the light
So everybody grab your shades 'cause your boy that bright
Goodnight!

When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
I pop my collar then I swing my chain
You can catch me in the club, pimping, doing my thang
When they play that new Jeezy all the dope boys go crazy
And watch the dope boys go crazy
Pop your collar then you swing your chain
All the gangstas in the street, they be doing they thang",0,1,0,0,0,1,0,0,0,0
Suicide,Fabolous,rap,"See, don't consider these niggas your friends. I mean, you might not want even to call them associates. I heard y'all after I went down. Like ""Dram's done."" ""You're supposed to do it the right way."" What is the right way, nigga? Oh I didn't help the game out? Oh, ok. Kill yourself!

For all of ya'll I know you're feeling yourself
Yeah going against me is like killing yourself nigga
Suicide it's a suicide, suicide it's a suicide

How you want it, in the abdomen or back?
Cause enemies poke you from the front, friends stab you in the back
The same niggas who trying to collab you on the track
But turn right around and try to crab you on the smack
Through the ups and downs I just try to stay level-headed
I hear a lot of bullshit but I never sweat it
Cause when you ask 'em 'bout it, They goin' say they never said it
They know if it's beef I let the Mac-11 dead it
And when I spit you could dig it like a shovel said it
You couldn't hear a hotter flow if the devil said it
I walk by 'em and wink
I don't feel T's Pain cause I never had to buy him a drink
Double shot of Loso baby, I am the drink
Tell em lay down on the couch baby, I am the shrink
I bring your lady home, but I got the 80 chromed
Niggas go Tom Cruise crazy for the Katie Holmes
I know niggas living in the Fed
Who say don't look down unless she giving you some head
I'm driven by the bread, my push is the paper
I roll up like kush in the paper
I gotta be Kobe, you never see niggas like Smush in the paper
Unless he got pushed in the paper
So my niggas be on some bullshit, I call them the ""Heat sweepers""
They ride around with the street sweepers
They murk you at the Grammys, but they kill you in the streets cheaper
Either way you 6 feet deeper
It's Loso, a.k.a the 1 Trump Plaza suite creeper
King size, double-G Gucci sheet sleeper
The kid blow shots, catch me in the kid robot
5 in the jersey, cause the kid so hot
Similar to Jason, you point at the guard/God
You must got an appointment with God
A meeting with Allah, or maybe a hot date with Satan
Niggas is food, I got hot plates for hating
So when they bring the name up, They goin' say I came up
That shit alone be burning these fucking lames up
Come through in a Bentley, just to turn the flames up
So you wanna take a shot? Nigga better aim up
Loso top shelf, Nigga I'm the betta liquor
Ain't goin' nowhere for a while, you could get a Snicker
I fuck her quick, get her quicker
Ma momma said keep your tongue in your mouth unless you a letter licker
I'm getting money bitch, but I ain't a cheddar tricker
Got the Texas toast meaning that my bread is thicker
As a young'n I was too cool to sweat a whore
Now I'm fuckin pretty bitches with them good credit scores
Nigga with mental loss can't forget I been a boss
Trying me is like bungeeing with dental floss, fucker",0,0,0,0,0,0,0,0,1,0
What We Talkin About,JAY-Z,rap,"Blueprint, trois
Yeah, yeah

What we talkin' 'bout? Real shit or we talkin' 'bout rhymes?
You talkin' 'bout millions or you talkin' 'bout mine?
What we talkin' 'bout? 'Cause I ain't got time
For what people be talkin' 'bout all the time
What we talkin' 'bout? Fiction or we talkin' 'bout fact?
You talkin' 'bout fiction? Hold up, pardon my back
I'm talkin' 'bout life
And all I hear is, ""Oh yeah, he keeps talkin' 'bout crack""
I ain't talkin' 'bout profit, I'm talkin' 'bout pain
I'm talkin' 'bout despair, I'm talkin' 'bout shame
I ain't talkin' 'bout gossip, I ain't talkin' 'bout Game
I ain't talkin' 'bout Jimmy, I ain't talkin' 'bout Dame
I'm talkin' 'bout real shit, them people playin'
What is you talkin' 'bout? I don't know what y'all sayin'
People keep talkin' 'bout, ""Hov, take it back!""
I'm doin' better than before, why would I do that?
Ain't nothin' cool 'bout carryin' a strap
'Bout worryin' your moms and buryin' your best cat
I'm talkin' 'bout revenge while carryin' his casket
All teary-eyed, 'bout to take it to a mattress
I'm talkin' 'bout music, I ain't talkin' 'bout rap
You talkin' 'bout who's hot, I ain't talkin' 'bout that
The conversation is changed, let's yap about that
I don't run rap no more, I run the map

They talk, we live
We see what they say, they say, they say
I see what y'all talkin' about, ha ha
They talk, we did
Who cares what they say, they say, they say?

Chyeah, still they can't focus on them, they be talkin' 'bout me
Talkin' 'bout what I wear, talkin' 'bout where I be
Yeah, check out my hair, these ain't curls, these is peas
Peasey head still get paid, I'm combin' through G's
Please, we ain't focused on naps
'Cause I don't run rap no more, I run the map
A small part of the reason the President is black
I told him I got him when he hit me on the jack
Talkin' 'bout progress, I ain't lookin' back
You know I run track, try not to get lapped
People keep talkin' 'bout Hov left 'em flat
Tryna rewrite history, let's talk about facts
Dame made millions, even Jaz made some scraps
He could've made more but he ain't sign his contract
As far as street guys, we was dealin' crack
That's just how the game goes, I don't owe nobody jack
Grown men, want me to sit 'em on my lap
But I don't have a beard and Santa Claus ain't black
I repeat, you can't sit on my lap
I don't have a beard, now get off my sack—scream at me!

They talk, we live
We see what they say, they say, they say
They talk, we did
Who cares what they say, they say, they say?
Blueprint 3

And now that that's that, let's talk about the future
We have just seen the dream as predicted by Martin Luther
Now you could choose to sit in front of your computer
Posin' with guns, shootin' YouTube up
Or you could come with me to the White House, get your suit up
You stuck on being hardcore, I chuck the deuce up
Peace out Medusa
Welcome to the Blue-ah-Print-ah tre-piece, Jay-Z your tutor
Tooter of my own horn, beep beep, moo ya
Rass clot when rude boy come through with the roof up
So I could see the sky
'Cause everybody talkin' Hov, I think we know why

They talk, we live
We see what they say, they say, they say
They talk, we did
Who cares what they say, they say, they say?

They say
They say",0,0,0,0,0,0,0,0,1,0
Run This Town,JAY-Z,rap,"Feel it comin' in the air
Hear the screams from everywhere
I’m addicted to the thrill
It's a dangerous love affair
Can’t be scared when it goes down
Got a problem, tell me now
Only thing that's on my mind
Is who's gon' run this town tonight
Is who's gon' run this town tonight
We gon' run this town!

We are, yeah, I said it: we are
This is Roc Nation, pledge your allegiance
Get your fatigues on, all black everything
Black cards, black cars, all black everything
And our girls are blackbirds ridin' with they Dillingers
I get more in depth if you boys really real enough
This is la Familia, I'll explain later
But for now, let me get back to this paper
I'm a couple bands down and I'm tryin' to get back
I gave Doug a grip and lost a flip for five stacks
Yeah, I'm talkin' 5 comma, 6 zeros, dot zero, here Doug
Back to runnin' circles round niggas, now we squared up
Hold up!

Life’s a game, but it's not fair
I break the rules, so I don’t care
So I keep doin' my own thang
Walkin' tall against the rain
Victory’s within the mile
Almost there, don’t give up now
Only thing that's on my mind
Is who’s gon' run this town tonight
Heyyy, heyy, heyyy, heyy
Who’s gon' run this town tonight?

We are, yeah, I said it: we are
You can call me Caesar, in a dark Caesar
Please follow the leader, so Eric B we are
Microphone fiend, this the return of the God
Peace, God, ah ah, it ain't no nobody fresher
I'm in Maison, ah, Martin Margiela
On the table, screamin'
""Fuck the other side! They're jealous!""
We got a banquette full of broads
They got a table full of fellas
Yeah, and they ain't spendin' no cake
They should throw their hand in
‘Cause they ain't got no spades
Yeah, my whole team got dough
So my banquette is lookin' like millionaires' row

Life’s a game, but it's not fair
I break the rules, so I don’t care
So I keep doin' my own thang
Walkin' tall against the rain
Victory’s within the mile
Almost there, don’t give up now
Only thing that's on my mind
Is who’s gon' run this town tonight
Heyyy, heyy, heyyy, heyy
Who’s gon' run this town tonight?

It's crazy how you can go from bein' Joe Blow
To everybody on your dick; no homo
I bought my whole family whips; no Volvos
Next time I’m in church: please, no photos
Police escorts, everybody passports
This the life that everybody ask for
This the fast life, we are on a crash course
What you think I rap for, to push a fuckin' Rav 4?
But I know that if I stay stunting
All these girls only gon' want one thing
I can spend my whole life goodwill hunting
Only good gon' come is this good when I'm cumming
She got a ass that'll swallow up a G-string
And up top, ungh, two bee stings
And I'm beasting off the Riesling
And my nigga just made it out the precinct
We give a damn about the drama that your dude bring
I'm just tryin' to change the color on your mood ring
Reebok, baby, you need to try some new things
Have you ever had shoes without shoe strings?
""What's that, Ye?"" ""Baby, these heels.""
""Is that a May— what?!"" ""Baby, these wheels.""
You trippin' when you ain't sippin', have a refill
You feelin' like you runnin', huh? Now you know how we feel

Whassup!
Heyyy, heyy, heyyy, heyy
Yeah, yeah, whassup!
Heyyy, heyy, heyyy, heyy
We gon' run this town tonight",0,1,0,0,0,1,1,1,0,0
Empire State of Mind,JAY-Z,rap,"Yeah

Yeah, I'm out that Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere
I used to cop in Harlem–hola, my Dominicanos
Right there up on Broadway, brought me back to that McDonald's
Took it to my stash spot, 560 State Street
Catch me in the kitchen, like a Simmons whippin' pastry
Cruisin' down 8th Street, off-white Lexus
Drivin' so slow, but BK is from Texas
Me? I'm out that Bed-Stuy, home of that boy Biggie
Now I live on Billboard and I brought my boys with me
Say what up to Ty Ty, still sippin' Mai Tais
Sittin' courtside, Knicks and Nets give me high fives
Nigga, I be spiked out, I could trip a referee
Tell by my attitude that I'm most definitely from

In New York
Concrete jungle where dreams are made of
There's nothin' you can't do
Now you're in New York
These streets will make you feel brand-new
Big lights will inspire you
Let's hear it for New York
New York , New York

Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed blue, but I ain't a Crip though
But I got a gang of niggas walkin' with my clique though
Welcome to the meltin' pot, corners where we sellin' rock
Afrika Bambaataa shit, home of the hip-hop
Yellow cab, gypsy cab, dollar cab, holla back
For foreigners, it ain't fair, they act like they forgot how to add
Eight million stories out there in the naked
City, it's a pity half of y'all won't make it
Me? I gotta plug Special Ed, ""I Got It Made""
If Jeezy's payin' LeBron, I'm payin' Dwyane Wade
Three dice cee-lo, three-card Marley
Labor Day Parade—rest in peace, Bob Marley
Statue of Liberty, long live the World Trade
Long live the king, yo—I'm from the Empire State, that's

In New York
Concrete jungle where dreams are made of
There's nothin' you can't do
Now you're in New York
These streets will make you feel brand-new
Big lights will inspire you
Let's hear it for New York
New York , New York

Lights is blinding, girls need blinders
So they can step out of bounds quick, the side lines is
Lined with casualties who sip the life casually
Then gradually become worse – don't bite the apple, Eve!
Caught up in the in-crowd, now you're in-style
Into the winter gets cold, en vogue with your skin out
City of sin is a pity on a whim
Good girls gone bad, the city's filled with them
Mami, took a bus trip, now she got her bust out
Everybody ride her, just like a bus route
""Hail Mary"" to the city, you're a virgin
And Jesus can't save you, life starts when the church end
Came here for school, graduated to the high life
Ball players, rap stars, addicted to the limelight
MDMA got you feelin' like a champion
The city never sleeps, better slip you a Ambien

In New York
Concrete jungle where dreams are made of
There's nothin' you can't do
Now you're in New York
These streets will make you feel brand-new
Big lights will inspire you
Let's hear it for New York
New York , New York

One hand in the air for the big city
Street lights, big dreams, all lookin' pretty
No place in the world that could compare
Put your lighters in the air, everybody say
""Yeah, yeah""
""Yeah, yeah""

In New York
Concrete jungle where dreams are made of
There's nothin' you can't do
Now you're in New York
These streets will make you feel brand-new
Big lights will inspire you
Let's hear it for New York
New York , New York",0,1,0,0,0,1,0,1,1,0
Renegade,JAY-Z,rap,"Motherfuckers say that I'm foolish, I only talk about jewels
Do you fools listen to music or do you just skim through it?
See, I'm influenced by the ghetto you ruined
The same dude you gave nothin', I made somethin' doin'
What I do through and through and
I give you the news with a twist, it's just his ghetto point of view
The renegade, you been afraid I penetrate pop culture
Bring 'em a lot closer to the block where they pop toasters
And they live with they moms, got dropped roadsters
From botched robberies, niggas crouched over
Mami's knocked up 'cause she wasn't watched over
Knocked down by some clown
When child support knocked, ""No, he's not around""
Now, how that sound to ya? Jot it down
I bring you through the ghetto without ridin' 'round
Hidin' down, duckin' strays from frustrated youths stuck in they ways
Just read a magazine that fucked up my day
How you rate music that thugs with nothin' relate to it?
I help them see they way through it, not you
Can't step in my pants, can't walk in my shoes
Bet everything you worth, you'll lose your tie and your shirt

Since I'm in a position to talk to these kids and they listen
I ain't no politician, but I'll kick it with 'em a minute
'Cause see, they call me a menace and if the shoe fits, I'll wear it
But if it don't, then y'all'll swallow the truth, grin and bear it
Now who's the king of these rude, ludicrous, lucrative lyrics?
Who could inherit the title, put the youth in hysterics
Usin' his music to steer it, sharin' his views and his merits?
But there's a huge interference, they're sayin' you shouldn't hear it
Maybe it's hatred I spew, maybe it's food for the spirit
Maybe it's beautiful music I made for you to just cherish
But I'm debated, disputed, hated and viewed in America
As a motherfuckin' drug addict, like you didn't experiment?
Now, now, that's when you start to stare at who's in the mirror
And see yourself as a kid again, and you get embarrassed
And I got nothin' to do but make you look stupid as parents
You fuckin' do-gooders, too bad you couldn't do good at marriage
And do you have any clue what I had to do to get here?
I don't think you do, so stay tuned and keep your ears glued to the stereo
'Cause here we go, he's Jigga-Jur-Jigga-Jih-Jigga
And I'm the sinister Mr. Kiss-My-Ass is just a

Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to talk about anything
, anything
Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to holler about anything
, anything

I had to hustle, my back to the wall, ashy knuckles
Pockets filled with a lotta lint, not a cent
Gotta vent, lotta innocent lives lost on the project bench
What you hollerin'? Gotta pay rent, bring dollars in
By the bodega, iron under my coat, feelin' braver
Durag wrappin' my waves up, pockets full of hope
Do not step to me
I'm awkward, I box lefty
An orphan, my pops left me
And often my mama wasn't home
Could not stress to me, I wasn't grown
'Specially on nights I brought somethin' home to quiet the stomach rumblings
My demeanor thirty years my senior
My childhood didn't mean much, only raisin' green up
Raisin' my fingers to critics, raisin' my head to the sky
Big, I did it, multi before I die
No lie, just know I chose my own fate
I drove by the fork in the road and went straight

See, I'm a poet to some, a regular modern-day Shakespeare
Jesus Christ, the king of these Latter-day Saints here
To shatter the picture in which of that as they paint me as
A monger of hate, satanist, scatter-brained atheist
But that ain't the case, see, it's a matter of taste
We as a people decide if Shady's as bad as they say he is
Or is he the latter, a gateway to escape?
Media scapegoat who they can be mad at today
See, it's as easy as cake, simple as whistlin' ""Dixie""
While I'm wavin' the pistol at sixty Christians against me
Go to war with the Mormons, take a bath with the Catholics
In holy water, no wonder they tried to hold me under longer
I'm a motherfuckin' spiteful, delightful eyeful
The new Ice Cube, motherfuckers hate to like you
What did I do? , I'm just a kid from the gutter
Makin' his butter off these bloodsuckers, 'cause I'm a motherfuckin'

Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to talk about anything
, anything
Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to holler about anything
, anything
Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to talk about anything
, anything
Renegade, never been afraid to say
What's on my mind at any given time of day
'Cause I'm a renegade
Never been afraid to holler about anything
, anything",0,0,0,0,0,0,0,0,1,0
Mo Money Mo Problems,The Notorious B.I.G.,rap,"Now, who's hot, who not?
Tell me who rock, who sell out in the stores?
You tell me who flopped, who copped the blue drop?
Whose jewels got rocks?
Who's mostly Dolce down to the tube sock?
The same old pimp, Mase
You know ain't nothing change but my limp
Can't stop till I see my name on a blimp
Guarantee a million sales, call it love or luck
You don't believe in Harlem World, nigga, double up
We don't play around, it's a bet, lay it down
Niggas didn't know me '91, bet they know me now
I'm the young Harlem nigga with the Goldie sound
Can't no Ph.D. niggas hold me down
Cudda schooled me to the game, now I know my duty
Stay humble, stay low, blow like Hootie
True pimp niggas spend no dough on the booty
And then you yell, ""There go Mase!"", there go your cutie

I don't know what they want from me
It's like the more money we come across
The more problems we see

I'm the D to the A to the D-D-Y
Know you'd rather see me die than to see me fly
I call all the shots, rip all the spots
Rock all the rocks, cop all the drops
I know you thinking now, ""When all the ballin' stops?""
Nigga never home, gotta call me on the yacht
Ten years from now we'll still be on top
Yo, I thought I told you that we won't stop
Now what you gon' do with a crew
That got money much longer than yours
And a team much stronger than yours?
Violate me, this'll be your day, we don't play
Mess around, be D.O.A., be on your way
‘Cause it ain't enough time here
Ain't enough lime here for you to shine here
Deal with many women but treat dimes fair
And I'm bigger than the city lights down in Times Square
Yea, yea, yea

I don't know what they want from me
It's like the more money we come across
The more problems we see
I don't know what they want from me
It's like the more money we come across
The more problems we see

B-I-G P-O-P-P-A
No info for the DEA
Federal agents mad ‘cause I'm flagrant
Tap my cell and the phone in the basement
My team supreme, stay clean
Triple beam lyrical dream, I be that
Cat you see at all events bent
Gats in holsters, girls on shoulders
Playboy, I told ya, mere mics to me
Bruise too much, I lose too much
Step on stage, the girls boo too much
I guess it's ‘cause you run with lame dudes too much
Me lose my touch? Never that!
If I did, ain't no problem to get the gat
Where the true players at? Throw your Rolies in the sky
Wave 'em side to side and keep your hands high
While I give your girl the eye, player, please
Lyrically, niggas see B.I.G be flossin’
Jig on the cover of Fortune, 5-double-O
Here's my phone number, your man ain't got to know
I got the dough, got the flow down pizat
Platinum plus like thizat
Dangerous on trizacks, leave your ass flizat

I don't know what they want from me
It's like the more money we come across
The more problems we see
I don't know what they want from me
It's like the more money we come across
The more problems we see
I don't know what they want from me
It's like the more money we come across
The more problems we see

What's going on?
Somebody tell me

I don't know what they want from me
It's like the more money we come across
The more problems we see
I don't know what they want from me
It's like the more money we come across
The more problems we see
I don't know what they want from me
It's like the more money we come across
The more problems we see",0,1,0,0,0,0,0,0,1,0
We Fly High,Jim Jones,rap,"I wear a mean dark pair of shades
And you can't see my eyes
Unless my head is bent, you dig?

& Cam’ron]
We fly high, no lie , you know this
Foreign rides outside , it's like showbiz
We stay fly , no lie, and you know this
Hips and thighs, oh my, stay focused

Ya boy gettin' paper , I buy big cars
Eight fly rides just to drive in my garage
Stay sky high , fly with the stars
G4 Flights, 80 grand large
So we lean with it, pop with it
'Vertible Jones, mean with the top missin'
I'm sittin' clean with the bottom kitted
I hopped out, saggy jeans and my rock glistened
But I spent about 8 grand
Mami on stage doin' the rain dance
She let it hit the floor, made it pop
Got my pedal to the floor screamin', ""Fuck the cops!""
]]
We fly high, no lie, you know this
Foreign rides outside, it's like showbiz
We stay fly, no lie, and you know this
Hips and thighs, oh my, stay focused

Slow down, here tonight, could be gone tomorrow
So I speed through life like there's no tomorrow
Hundred G's worth of ice on the Audemars
And we in the street life 'til they call the law
I made the whip get naked
While I switch gears, bitch lookin' at the bracelet
Step out, show me what you all about
Flashbacks to last night of me ballin' out
1 AM, we was at the club
2 AM, ten bottles of bub
And by 3-somethin' I was thinkin' 'bout grub
So I stumbled to the car due to drinks and the drugs

]
We fly high, no lie, you know this
Foreign rides outside, it's like showbiz
We stay fly, no lie, and you know this
Hips and thighs, oh my, stay focused

I keep 20 in the pocket
You talkin’ buck 80 if the Bentley is the topic
But of course gotta fly the Spur
To the hood and roll dice on side the curb
But I know a G a bet may sound absurd
Drive 80 up Lenox 'cause I got a urge
The rap game like the crack game
Lifestyle rich, famous, livin' in the fast lane
So when I bleep, shorty bleep back
Lou' Vuitton belt where I'm keepin’ all the heat strapped
I beat the trial over Rucker
All guns loaded and I'm back, motherfucker

]
We fly high, no lie, you know this
Foreign rides outside, it's like showbiz
We fly high, no lie, you know this
Foreign rides outside, it's like showbiz
We stay fly , no lie , and you know this
Hips and thighs , oh my , stay focused

Chea, you niggas need to stay focused when you dealin' with a motherfuckin' G
You know my name, Jones, One Eye, Capo Status, all the above, motherfucka
This Dipset, ByrdGang, we born to fly, y'all know the rules: fall back or fall back
Someone tell my bitch Summer I'm lookin' for her, ya dig? Another day another dollar, fast life fucka
Dipset
]
We stay fly, no lie, and you know this
Hips and thighs, oh my, stay focused",0,1,0,0,0,1,1,0,1,0
Slow Jamz,Twista,rap,"Are you going to be, say that you're gonna be

She say she want some Marvin Gaye, some Luther Vandross
A little Anita, will definitely set this party off right
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)
She say she want some Ready For The World, some New Edition
Some Minnie Riperton, will definitely set this party off right
Yes it well, oh yes it will
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)

Yes it will, it definitely will! You know what I told her?
I told her to ""Drive over in your new whip
Bring some friends you cool with
I'mma bring the Cool Whip, then I want you to strip
See you is my new chick, so we get our grind on
She be grabbing, calling me Biggie, like Shyne home
Man I swear she fine homes, why she always lying though?
Telling me them diamonds, when she know they rhinestones
She got a light-skinned friend, look like Michael Jackson
Got a dark-skinned friend, look like Michael Jackson
I played Ready for the World, she was ready for some action
My dog said you ain't no freak, so you 'bout to prove my man wrong
I'mma play this Vandross, you gon' take your pants off
I'mma play this Gladys Knight, me and you gon' get right

She say she want some Marvin Gaye, some Luther Vandross
A little Anita, will definitely set this party off right
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)
She say she want some Ready For The World, some New Edition
Some Minnie Riperton, will definitely set this party off right
Yes it well, oh yes it will
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)

Now Kanye, I know I told you to slow it down, baby
And it's good, it's all good, it's beautiful, it's beautiful
But now I need you to do it faster, baby
Can you please? Do it faster baby, do it faster!
Damn, baby; I can't do it that fast...
But I know somebody who can, Twista!

Got you looking at the gliss' on my hands and wrists
While I'm laying back and smoking on my cannabis
When it come to rocking the rhythm like Marvin and Luther
I can tell you ain't no messin' with Kan-man and Twist
In the Chi, and I be sipping Hennessy
Play some R&B while I smoke a B
You can't fuck with me, put that on a G
And all is
Come with me and sip on some Evelyn Champagne
You ain't know Twista can work it like The Whispers?
Hit the stop light, movin' to some Ides
His rims still moving so I bump a little Spinners
While I'm smoking on a B, dipping through the streets
Bumping R&B, and I got the heat on them 23's
And I do it
With my Earth in the Wind smokin' Fire
Let me get your sheets wet listening to Keith Sweat
Put you in a daze with Maze
Fulfilling her with every temptation, slow-jamming, having deep sex
You Ready for the World, girl? Come on go with me
I'll touch you all over your body, baby don't say no to me
And every note'll be controlling me
I'm loving the way you be holding me when I be listening to Jodeci
And when I come over and bend your ass
You be bumpin' Teddy Pendergrass
I done hit it from the back to the melody of ""Roll It Slow""
Now I gotta go up in it fast, but I'mma finish last
No matter how much of a thug, you see
I still spit it like its R&B, go to the club with me
And with some Luther come on
I hope you feelin' me and still gon' be in love with me, and I ride...

She say she want some Marvin Gaye, some Luther Vandross
A little Anita, will definitely set this party off right
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)
She say she want some Ready For The World, some New Edition
Some Minnie Riperton, will definitely set this party off right
Yes it well, oh yes it will
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well well well well)

Baby drop another slow jam
And all us lovers, need to hold hands
And if you ain't got no man, hop up in my Brougham
I keep it pimping like an old man, you gots to roll with the plan
Cause after that, then I take it to the dome
Then I got to bone, stay up in the zone
Got to get you home, gotta run up on
And I do it
Baby drop another slow jam
And all us lovers, need to hold hands
And if you ain't got no man, hop up in my Brougham
I keep it pimping like an old man, you gots to roll with the plan
Cause after that then I, take you to my home
We can get it on, disconnect the phone
Trying to get you gone, I'mma make you moan
And I'll do it",1,1,0,0,0,0,1,0,0,0
Spend the Night,Cam'ron,rap,"Some girls say that I'm the cutest, others say I'm the rudest
Meditate like a Buddhist expose em like a nudist
I'm Jesus, they Judas, my diamonds: the bluest
Got the answers, they clueless, Ashanti-foolish
I'm with a stewardess, mami say a ""flight attendant""
Called her a ""stupid bitch"". Sorry? Nah, I might have meant it
See I'm type: demented. 4 mil? I might have spent it
But I got It back right back, yeah yeah my life is splendid
Me and mommy drinking, drinking to the point she hurls
I'm bout to swirl the whirl-whirl, want to join me girl?
The clothes: from Italy, the coat: from Sicily
I'm talking literally,
I don't kid at all, I get it all, get rid of it all
Come and stay with me, oh, where I live? The mall
Banker banker, dealership, and the rim shop
You know who him, slim, before MIMS I been hot

Baby come and play and lay and
Stay with me, girlfriend I'll change your life
Spend the night with me, we'll talk and
Chill and watch TV she said

Miami, listening to Brisco, I get it cooking like Crisco
From Chi town back to Frisco, my diamonds like the disco
Mami what the hell you like, you know what the hell I like
A hood bitch, stretch marks, beaty beat, cellulite
Baby we need each other, don't want to meet your mother
My mouth is like the sewer, yeah yeah I keep it gutter
I sell hot peas and butter, don't want to see you suffer
A nigga like me, won't meet another, you clogged up, I'll be your plumber
Sorta like Drano...you know how the game goes
Different color cars, my garage a rainbow
I'm a leprechaun, but I sell Meth-a-don
Mari-juan, hero-on, ten year run, marathon
My hood like Lebanon, but that's its Benneton
You up in something fly, I got my weapon on
We get our chefin on, chefin on everyday
I got the cookie-cutter, mami the pepper spray

Lets get this guacamole, you feeling hot then hold me
You had your guard up at first like a soccer goalie
If I got it you get it, baby I get it you got it
Lets hit the Pacific, terrific, I'm feeling melodic
Cause you looking exotic, now you getting erotic
Like you straight from the tropics, want to shoot it and cock it
Not the Glamour, baby girl, I'm talking something else
All she do is look and say ""Cam, you something else""
Listen love I ain't the one to get lovey-dovey
But you looking good you ever need a hubby love me
You got to love me shots of bubbly
Get your mouth wet, you the outlet, got to plug me",1,1,0,0,0,0,0,0,0,0
